New Moon,First Quarter,Full Moon,Third Quarter
1908-02-02T00:00:00,1908-02-09T00:00:00,1908-02-17T00:00:00,1908-02-25T00:00:00
1908-03-02T00:00:00,1908-03-09T00:00:00,1908-03-17T00:00:00,1908-03-25T00:00:00
1908-04-01T00:00:00,1908-04-08T00:00:00,1908-04-16T00:00:00,1908-04-23T00:00:00
1908-04-30T00:00:00,1908-05-08T00:00:00,1908-05-16T00:00:00,1908-05-22T00:00:00
1908-05-30T00:00:00,1908-06-07T00:00:00,1908-06-14T00:00:00,1908-06-21T00:00:00
1908-06-28T00:00:00,1908-07-06T00:00:00,1908-07-13T00:00:00,1908-07-20T00:00:00
1908-07-28T00:00:00,1908-08-05T00:00:00,1908-08-12T00:00:00,1908-08-18T00:00:00
1908-08-26T00:00:00,1908-09-03T00:00:00,1908-09-10T00:00:00,1908-09-17T00:00:00
1908-09-25T00:00:00,1908-10-03T00:00:00,1908-10-09T00:00:00,1908-10-17T00:00:00
1908-10-25T00:00:00,1908-11-01T00:00:00,1908-11-08T00:00:00,1908-11-15T00:00:00
1908-11-23T00:00:00,1908-11-30T00:00:00,1908-12-07T00:00:00,1908-12-15T00:00:00
1908-12-23T00:00:00,1908-12-30T00:00:00,None,None
None,None,1909-01-06T00:00:00,1909-01-14T00:00:00
1909-01-21T00:00:00,1909-01-28T00:00:00,1909-02-05T00:00:00,1909-02-13T00:00:00
1909-02-20T00:00:00,1909-02-26T00:00:00,1909-03-06T00:00:00,1909-03-15T00:00:00
1909-03-21T00:00:00,1909-03-28T00:00:00,1909-04-05T00:00:00,1909-04-13T00:00:00
1909-04-20T00:00:00,1909-04-27T00:00:00,1909-05-05T00:00:00,1909-05-12T00:00:00
1909-05-19T00:00:00,1909-05-26T00:00:00,1909-06-03T00:00:00,1909-06-10T00:00:00
1909-06-17T00:00:00,1909-06-25T00:00:00,1909-07-03T00:00:00,1909-07-10T00:00:00
1909-07-17T00:00:00,1909-07-25T00:00:00,1909-08-01T00:00:00,1909-08-08T00:00:00
1909-08-15T00:00:00,1909-08-24T00:00:00,1909-08-31T00:00:00,1909-09-06T00:00:00
1909-09-14T00:00:00,1909-09-22T00:00:00,1909-09-29T00:00:00,1909-10-06T00:00:00
1909-10-14T00:00:00,1909-10-22T00:00:00,1909-10-28T00:00:00,1909-11-04T00:00:00
1909-11-12T00:00:00,1909-11-20T00:00:00,1909-11-27T00:00:00,1909-12-04T00:00:00
1909-12-12T00:00:00,1909-12-19T00:00:00,1909-12-26T00:00:00,None
None,None,None,1910-01-03T00:00:00
1910-01-11T00:00:00,1910-01-18T00:00:00,1910-01-25T00:00:00,1910-02-02T00:00:00
1910-02-09T00:00:00,1910-02-16T00:00:00,1910-02-24T00:00:00,1910-03-04T00:00:00
1910-03-11T00:00:00,1910-03-18T00:00:00,1910-03-25T00:00:00,1910-04-02T00:00:00
1910-04-09T00:00:00,1910-04-16T00:00:00,1910-04-24T00:00:00,1910-05-02T00:00:00
1910-05-09T00:00:00,1910-05-15T00:00:00,1910-05-24T00:00:00,1910-05-31T00:00:00
1910-06-07T00:00:00,1910-06-14T00:00:00,1910-06-22T00:00:00,1910-06-30T00:00:00
1910-07-06T00:00:00,1910-07-14T00:00:00,1910-07-22T00:00:00,1910-07-29T00:00:00
1910-08-05T00:00:00,1910-08-12T00:00:00,1910-08-20T00:00:00,1910-08-27T00:00:00
1910-09-03T00:00:00,1910-09-11T00:00:00,1910-09-19T00:00:00,1910-09-25T00:00:00
1910-10-03T00:00:00,1910-10-11T00:00:00,1910-10-18T00:00:00,1910-10-25T00:00:00
1910-11-01T00:00:00,1910-11-10T00:00:00,1910-11-16T00:00:00,1910-11-23T00:00:00
1910-12-01T00:00:00,1910-12-09T00:00:00,1910-12-16T00:00:00,1910-12-23T00:00:00
1910-12-31T00:00:00,None,None,None
None,1911-01-08T00:00:00,1911-01-14T00:00:00,1911-01-22T00:00:00
1911-01-30T00:00:00,1911-02-06T00:00:00,1911-02-13T00:00:00,1911-02-21T00:00:00
1911-02-28T00:00:00,1911-03-07T00:00:00,1911-03-14T00:00:00,1911-03-22T00:00:00
1911-03-30T00:00:00,1911-04-06T00:00:00,1911-04-13T00:00:00,1911-04-21T00:00:00
1911-04-28T00:00:00,1911-05-05T00:00:00,1911-05-13T00:00:00,1911-05-21T00:00:00
1911-05-28T00:00:00,1911-06-03T00:00:00,1911-06-11T00:00:00,1911-06-19T00:00:00
1911-06-26T00:00:00,1911-07-03T00:00:00,1911-07-11T00:00:00,1911-07-19T00:00:00
1911-07-25T00:00:00,1911-08-01T00:00:00,1911-08-09T00:00:00,1911-08-17T00:00:00
1911-08-24T00:00:00,1911-08-31T00:00:00,1911-09-08T00:00:00,1911-09-15T00:00:00
1911-09-22T00:00:00,1911-09-30T00:00:00,1911-10-08T00:00:00,1911-10-14T00:00:00
1911-10-22T00:00:00,1911-10-30T00:00:00,1911-11-06T00:00:00,1911-11-13T00:00:00
1911-11-20T00:00:00,1911-11-28T00:00:00,1911-12-05T00:00:00,1911-12-12T00:00:00
1911-12-20T00:00:00,1911-12-28T00:00:00,None,None
None,None,1912-01-04T00:00:00,1912-01-11T00:00:00
1912-01-19T00:00:00,1912-01-27T00:00:00,1912-02-02T00:00:00,1912-02-09T00:00:00
1912-02-18T00:00:00,1912-02-25T00:00:00,1912-03-03T00:00:00,1912-03-10T00:00:00
1912-03-18T00:00:00,1912-03-25T00:00:00,1912-04-01T00:00:00,1912-04-09T00:00:00
1912-04-17T00:00:00,1912-04-24T00:00:00,1912-05-01T00:00:00,1912-05-09T00:00:00
1912-05-16T00:00:00,1912-05-23T00:00:00,1912-05-30T00:00:00,1912-06-07T00:00:00
1912-06-15T00:00:00,1912-06-21T00:00:00,1912-06-29T00:00:00,1912-07-07T00:00:00
1912-07-14T00:00:00,1912-07-21T00:00:00,1912-07-29T00:00:00,1912-08-06T00:00:00
1912-08-12T00:00:00,1912-08-19T00:00:00,1912-08-27T00:00:00,1912-09-04T00:00:00
1912-09-11T00:00:00,1912-09-18T00:00:00,1912-09-26T00:00:00,1912-10-03T00:00:00
1912-10-10T00:00:00,1912-10-17T00:00:00,1912-10-25T00:00:00,1912-11-02T00:00:00
1912-11-08T00:00:00,1912-11-16T00:00:00,1912-11-24T00:00:00,1912-12-01T00:00:00
1912-12-08T00:00:00,1912-12-16T00:00:00,1912-12-24T00:00:00,1912-12-30T00:00:00
1913-01-07T00:00:00,1913-01-15T00:00:00,1913-01-22T00:00:00,1913-01-29T00:00:00
1913-02-06T00:00:00,1913-02-14T00:00:00,1913-02-20T00:00:00,1913-02-27T00:00:00
1913-03-07T00:00:00,1913-03-15T00:00:00,1913-03-22T00:00:00,1913-03-29T00:00:00
1913-04-06T00:00:00,1913-04-14T00:00:00,1913-04-20T00:00:00,1913-04-28T00:00:00
1913-05-06T00:00:00,1913-05-13T00:00:00,1913-05-20T00:00:00,1913-05-27T00:00:00
1913-06-04T00:00:00,1913-06-11T00:00:00,1913-06-18T00:00:00,1913-06-26T00:00:00
1913-07-04T00:00:00,1913-07-10T00:00:00,1913-07-18T00:00:00,1913-07-26T00:00:00
1913-08-02T00:00:00,1913-08-09T00:00:00,1913-08-16T00:00:00,1913-08-24T00:00:00
1913-08-31T00:00:00,1913-09-07T00:00:00,1913-09-15T00:00:00,1913-09-23T00:00:00
1913-09-30T00:00:00,1913-10-06T00:00:00,1913-10-15T00:00:00,1913-10-22T00:00:00
1913-10-29T00:00:00,1913-11-05T00:00:00,1913-11-13T00:00:00,1913-11-21T00:00:00
1913-11-27T00:00:00,1913-12-05T00:00:00,1913-12-13T00:00:00,1913-12-20T00:00:00
1913-12-27T00:00:00,None,None,None
None,1914-01-04T00:00:00,1914-01-12T00:00:00,1914-01-18T00:00:00
1914-01-26T00:00:00,1914-02-03T00:00:00,1914-02-10T00:00:00,1914-02-17T00:00:00
1914-02-24T00:00:00,1914-03-05T00:00:00,1914-03-12T00:00:00,1914-03-18T00:00:00
1914-03-26T00:00:00,1914-04-03T00:00:00,1914-04-10T00:00:00,1914-04-17T00:00:00
1914-04-25T00:00:00,1914-05-03T00:00:00,1914-05-09T00:00:00,1914-05-16T00:00:00
1914-05-24T00:00:00,1914-06-01T00:00:00,1914-06-08T00:00:00,1914-06-15T00:00:00
1914-06-23T00:00:00,1914-06-30T00:00:00,1914-07-07T00:00:00,1914-07-15T00:00:00
1914-07-22T00:00:00,1914-07-29T00:00:00,1914-08-05T00:00:00,1914-08-13T00:00:00
1914-08-21T00:00:00,1914-08-28T00:00:00,1914-09-04T00:00:00,1914-09-12T00:00:00
1914-09-19T00:00:00,1914-09-26T00:00:00,1914-10-04T00:00:00,1914-10-12T00:00:00
1914-10-19T00:00:00,1914-10-25T00:00:00,1914-11-02T00:00:00,1914-11-10T00:00:00
1914-11-17T00:00:00,1914-11-24T00:00:00,1914-12-02T00:00:00,1914-12-10T00:00:00
1914-12-16T00:00:00,1914-12-24T00:00:00,None,None
None,None,1915-01-01T00:00:00,1915-01-08T00:00:00
1915-01-15T00:00:00,1915-01-23T00:00:00,1915-01-31T00:00:00,1915-02-07T00:00:00
1915-02-14T00:00:00,1915-02-21T00:00:00,1915-03-01T00:00:00,1915-03-08T00:00:00
1915-03-15T00:00:00,1915-03-23T00:00:00,1915-03-31T00:00:00,1915-04-06T00:00:00
1915-04-14T00:00:00,1915-04-22T00:00:00,1915-04-29T00:00:00,1915-05-06T00:00:00
1915-05-14T00:00:00,1915-05-22T00:00:00,1915-05-28T00:00:00,1915-06-04T00:00:00
1915-06-12T00:00:00,1915-06-20T00:00:00,1915-06-27T00:00:00,1915-07-04T00:00:00
1915-07-12T00:00:00,1915-07-19T00:00:00,1915-07-26T00:00:00,1915-08-02T00:00:00
1915-08-10T00:00:00,1915-08-17T00:00:00,1915-08-24T00:00:00,1915-09-01T00:00:00
1915-09-09T00:00:00,1915-09-16T00:00:00,1915-09-23T00:00:00,1915-10-01T00:00:00
1915-10-08T00:00:00,1915-10-15T00:00:00,1915-10-22T00:00:00,1915-10-31T00:00:00
1915-11-07T00:00:00,1915-11-13T00:00:00,1915-11-21T00:00:00,1915-11-29T00:00:00
1915-12-06T00:00:00,1915-12-13T00:00:00,1915-12-21T00:00:00,1915-12-29T00:00:00
1916-01-05T00:00:00,1916-01-12T00:00:00,1916-01-20T00:00:00,1916-01-27T00:00:00
1916-02-03T00:00:00,1916-02-10T00:00:00,1916-02-18T00:00:00,1916-02-26T00:00:00
1916-03-04T00:00:00,1916-03-11T00:00:00,1916-03-19T00:00:00,1916-03-26T00:00:00
1916-04-02T00:00:00,1916-04-10T00:00:00,1916-04-18T00:00:00,1916-04-24T00:00:00
1916-05-02T00:00:00,1916-05-10T00:00:00,1916-05-17T00:00:00,1916-05-24T00:00:00
1916-05-31T00:00:00,1916-06-08T00:00:00,1916-06-15T00:00:00,1916-06-22T00:00:00
1916-06-30T00:00:00,1916-07-08T00:00:00,1916-07-15T00:00:00,1916-07-21T00:00:00
1916-07-29T00:00:00,1916-08-06T00:00:00,1916-08-13T00:00:00,1916-08-20T00:00:00
1916-08-28T00:00:00,1916-09-05T00:00:00,1916-09-11T00:00:00,1916-09-19T00:00:00
1916-09-27T00:00:00,1916-10-04T00:00:00,1916-10-11T00:00:00,1916-10-18T00:00:00
1916-10-26T00:00:00,1916-11-02T00:00:00,1916-11-09T00:00:00,1916-11-17T00:00:00
1916-11-25T00:00:00,1916-12-01T00:00:00,1916-12-09T00:00:00,1916-12-17T00:00:00
1916-12-24T00:00:00,1916-12-31T00:00:00,None,None
None,None,1917-01-08T00:00:00,1917-01-16T00:00:00
1917-01-23T00:00:00,1917-01-29T00:00:00,1917-02-07T00:00:00,1917-02-14T00:00:00
1917-02-21T00:00:00,1917-02-28T00:00:00,1917-03-08T00:00:00,1917-03-16T00:00:00
1917-03-23T00:00:00,1917-03-30T00:00:00,1917-04-07T00:00:00,1917-04-14T00:00:00
1917-04-21T00:00:00,1917-04-29T00:00:00,1917-05-06T00:00:00,1917-05-13T00:00:00
1917-05-20T00:00:00,1917-05-28T00:00:00,1917-06-05T00:00:00,1917-06-12T00:00:00
1917-06-19T00:00:00,1917-06-27T00:00:00,1917-07-04T00:00:00,1917-07-11T00:00:00
1917-07-18T00:00:00,1917-07-27T00:00:00,1917-08-03T00:00:00,1917-08-09T00:00:00
1917-08-17T00:00:00,1917-08-25T00:00:00,1917-09-01T00:00:00,1917-09-08T00:00:00
1917-09-16T00:00:00,1917-09-24T00:00:00,1917-09-30T00:00:00,1917-10-07T00:00:00
1917-10-15T00:00:00,1917-10-23T00:00:00,1917-10-30T00:00:00,1917-11-06T00:00:00
1917-11-14T00:00:00,1917-11-21T00:00:00,1917-11-28T00:00:00,1917-12-06T00:00:00
1917-12-14T00:00:00,1917-12-21T00:00:00,1917-12-28T00:00:00,None
None,None,None,1918-01-05T00:00:00
1918-01-12T00:00:00,1918-01-19T00:00:00,1918-01-27T00:00:00,1918-02-04T00:00:00
1918-02-11T00:00:00,1918-02-17T00:00:00,1918-02-25T00:00:00,1918-03-05T00:00:00
1918-03-12T00:00:00,1918-03-19T00:00:00,1918-03-27T00:00:00,1918-04-04T00:00:00
1918-04-11T00:00:00,1918-04-18T00:00:00,1918-04-26T00:00:00,1918-05-03T00:00:00
1918-05-10T00:00:00,1918-05-17T00:00:00,1918-05-25T00:00:00,1918-06-02T00:00:00
1918-06-08T00:00:00,1918-06-16T00:00:00,1918-06-24T00:00:00,1918-07-01T00:00:00
1918-07-08T00:00:00,1918-07-16T00:00:00,1918-07-23T00:00:00,1918-07-30T00:00:00
1918-08-06T00:00:00,1918-08-14T00:00:00,1918-08-22T00:00:00,1918-08-28T00:00:00
1918-09-05T00:00:00,1918-09-13T00:00:00,1918-09-20T00:00:00,1918-09-27T00:00:00
1918-10-05T00:00:00,1918-10-13T00:00:00,1918-10-19T00:00:00,1918-10-26T00:00:00
1918-11-03T00:00:00,1918-11-11T00:00:00,1918-11-18T00:00:00,1918-11-25T00:00:00
1918-12-03T00:00:00,1918-12-10T00:00:00,1918-12-17T00:00:00,1918-12-25T00:00:00
1919-01-02T00:00:00,1919-01-09T00:00:00,1919-01-16T00:00:00,1919-01-24T00:00:00
1919-01-31T00:00:00,1919-02-07T00:00:00,1919-02-14T00:00:00,1919-02-22T00:00:00
1919-03-02T00:00:00,1919-03-09T00:00:00,1919-03-16T00:00:00,1919-03-24T00:00:00
1919-03-31T00:00:00,1919-04-07T00:00:00,1919-04-15T00:00:00,1919-04-23T00:00:00
1919-04-30T00:00:00,1919-05-06T00:00:00,1919-05-14T00:00:00,1919-05-22T00:00:00
1919-05-29T00:00:00,1919-06-05T00:00:00,1919-06-13T00:00:00,1919-06-21T00:00:00
1919-06-27T00:00:00,1919-07-05T00:00:00,1919-07-13T00:00:00,1919-07-20T00:00:00
1919-07-27T00:00:00,1919-08-03T00:00:00,1919-08-11T00:00:00,1919-08-18T00:00:00
1919-08-25T00:00:00,1919-09-02T00:00:00,1919-09-10T00:00:00,1919-09-16T00:00:00
1919-09-24T00:00:00,1919-10-02T00:00:00,1919-10-09T00:00:00,1919-10-16T00:00:00
1919-10-23T00:00:00,1919-10-31T00:00:00,1919-11-07T00:00:00,1919-11-14T00:00:00
1919-11-22T00:00:00,1919-11-30T00:00:00,1919-12-07T00:00:00,1919-12-14T00:00:00
1919-12-22T00:00:00,1919-12-30T00:00:00,None,None
None,None,1920-01-05T00:00:00,1920-01-12T00:00:00
1920-01-21T00:00:00,1920-01-28T00:00:00,1920-02-04T00:00:00,1920-02-11T00:00:00
1920-02-19T00:00:00,1920-02-26T00:00:00,1920-03-04T00:00:00,1920-03-12T00:00:00
1920-03-20T00:00:00,1920-03-27T00:00:00,1920-04-03T00:00:00,1920-04-11T00:00:00
1920-04-18T00:00:00,1920-04-25T00:00:00,1920-05-02T00:00:00,1920-05-11T00:00:00
1920-05-18T00:00:00,1920-05-24T00:00:00,1920-06-01T00:00:00,1920-06-09T00:00:00
1920-06-16T00:00:00,1920-06-23T00:00:00,1920-07-01T00:00:00,1920-07-09T00:00:00
1920-07-15T00:00:00,1920-07-22T00:00:00,1920-07-30T00:00:00,1920-08-07T00:00:00
1920-08-14T00:00:00,1920-08-21T00:00:00,1920-08-29T00:00:00,1920-09-05T00:00:00
1920-09-12T00:00:00,1920-09-20T00:00:00,1920-09-27T00:00:00,1920-10-04T00:00:00
1920-10-11T00:00:00,1920-10-19T00:00:00,1920-10-27T00:00:00,1920-11-03T00:00:00
1920-11-10T00:00:00,1920-11-18T00:00:00,1920-11-25T00:00:00,1920-12-02T00:00:00
1920-12-10T00:00:00,1920-12-18T00:00:00,1920-12-25T00:00:00,None
None,None,None,1921-01-01T00:00:00
1921-01-09T00:00:00,1921-01-17T00:00:00,1921-01-23T00:00:00,1921-01-30T00:00:00
1921-02-07T00:00:00,1921-02-15T00:00:00,1921-02-22T00:00:00,1921-03-01T00:00:00
1921-03-09T00:00:00,1921-03-17T00:00:00,1921-03-23T00:00:00,1921-03-31T00:00:00
1921-04-08T00:00:00,1921-04-15T00:00:00,1921-04-22T00:00:00,1921-04-30T00:00:00
1921-05-07T00:00:00,1921-05-14T00:00:00,1921-05-21T00:00:00,1921-05-29T00:00:00
1921-06-06T00:00:00,1921-06-12T00:00:00,1921-06-20T00:00:00,1921-06-28T00:00:00
1921-07-05T00:00:00,1921-07-12T00:00:00,1921-07-19T00:00:00,1921-07-27T00:00:00
1921-08-03T00:00:00,1921-08-10T00:00:00,1921-08-18T00:00:00,1921-08-26T00:00:00
1921-09-02T00:00:00,1921-09-09T00:00:00,1921-09-17T00:00:00,1921-09-24T00:00:00
1921-10-01T00:00:00,1921-10-08T00:00:00,1921-10-16T00:00:00,1921-10-24T00:00:00
1921-10-30T00:00:00,1921-11-07T00:00:00,1921-11-15T00:00:00,1921-11-22T00:00:00
1921-11-29T00:00:00,1921-12-07T00:00:00,1921-12-14T00:00:00,1921-12-21T00:00:00
1921-12-29T00:00:00,None,None,None
None,1922-01-06T00:00:00,1922-01-13T00:00:00,1922-01-20T00:00:00
1922-01-27T00:00:00,1922-02-05T00:00:00,1922-02-11T00:00:00,1922-02-18T00:00:00
1922-02-26T00:00:00,1922-03-06T00:00:00,1922-03-13T00:00:00,1922-03-20T00:00:00
1922-03-28T00:00:00,1922-04-05T00:00:00,1922-04-11T00:00:00,1922-04-18T00:00:00
1922-04-27T00:00:00,1922-05-04T00:00:00,1922-05-11T00:00:00,1922-05-18T00:00:00
1922-05-26T00:00:00,1922-06-02T00:00:00,1922-06-09T00:00:00,1922-06-17T00:00:00
1922-06-25T00:00:00,1922-07-01T00:00:00,1922-07-09T00:00:00,1922-07-17T00:00:00
1922-07-24T00:00:00,1922-07-31T00:00:00,1922-08-07T00:00:00,1922-08-15T00:00:00
1922-08-22T00:00:00,1922-08-29T00:00:00,1922-09-06T00:00:00,1922-09-14T00:00:00
1922-09-21T00:00:00,1922-09-27T00:00:00,1922-10-05T00:00:00,1922-10-13T00:00:00
1922-10-20T00:00:00,1922-10-27T00:00:00,1922-11-04T00:00:00,1922-11-12T00:00:00
1922-11-18T00:00:00,1922-11-26T00:00:00,1922-12-04T00:00:00,1922-12-11T00:00:00
1922-12-18T00:00:00,1922-12-26T00:00:00,None,None
None,None,1923-01-02T00:00:00,1923-01-09T00:00:00
1923-01-16T00:00:00,1923-01-25T00:00:00,1923-02-01T00:00:00,1923-02-08T00:00:00
1923-02-15T00:00:00,1923-02-23T00:00:00,1923-03-03T00:00:00,1923-03-09T00:00:00
1923-03-17T00:00:00,1923-03-25T00:00:00,1923-04-01T00:00:00,1923-04-08T00:00:00
1923-04-16T00:00:00,1923-04-24T00:00:00,1923-04-30T00:00:00,1923-05-07T00:00:00
1923-05-15T00:00:00,1923-05-23T00:00:00,1923-05-30T00:00:00,1923-06-06T00:00:00
1923-06-14T00:00:00,1923-06-21T00:00:00,1923-06-28T00:00:00,1923-07-05T00:00:00
1923-07-13T00:00:00,1923-07-20T00:00:00,1923-07-27T00:00:00,1923-08-04T00:00:00
1923-08-12T00:00:00,1923-08-19T00:00:00,1923-08-26T00:00:00,1923-09-03T00:00:00
1923-09-10T00:00:00,1923-09-17T00:00:00,1923-09-24T00:00:00,1923-10-03T00:00:00
1923-10-10T00:00:00,1923-10-16T00:00:00,1923-10-24T00:00:00,1923-11-01T00:00:00
1923-11-08T00:00:00,1923-11-15T00:00:00,1923-11-23T00:00:00,1923-12-01T00:00:00
1923-12-07T00:00:00,1923-12-14T00:00:00,1923-12-23T00:00:00,1923-12-30T00:00:00
1924-01-06T00:00:00,1924-01-13T00:00:00,1924-01-21T00:00:00,1924-01-29T00:00:00
1924-02-04T00:00:00,1924-02-12T00:00:00,1924-02-20T00:00:00,1924-02-27T00:00:00
1924-03-05T00:00:00,1924-03-13T00:00:00,1924-03-21T00:00:00,1924-03-27T00:00:00
1924-04-04T00:00:00,1924-04-12T00:00:00,1924-04-19T00:00:00,1924-04-26T00:00:00
1924-05-03T00:00:00,1924-05-11T00:00:00,1924-05-18T00:00:00,1924-05-25T00:00:00
1924-06-02T00:00:00,1924-06-10T00:00:00,1924-06-17T00:00:00,1924-06-23T00:00:00
1924-07-02T00:00:00,1924-07-09T00:00:00,1924-07-16T00:00:00,1924-07-23T00:00:00
1924-07-31T00:00:00,1924-08-08T00:00:00,1924-08-14T00:00:00,1924-08-22T00:00:00
1924-08-30T00:00:00,1924-09-06T00:00:00,1924-09-13T00:00:00,1924-09-21T00:00:00
1924-09-28T00:00:00,1924-10-05T00:00:00,1924-10-12T00:00:00,1924-10-20T00:00:00
1924-10-28T00:00:00,1924-11-03T00:00:00,1924-11-11T00:00:00,1924-11-19T00:00:00
1924-11-26T00:00:00,1924-12-03T00:00:00,1924-12-11T00:00:00,1924-12-19T00:00:00
1924-12-26T00:00:00,None,None,None
None,1925-01-01T00:00:00,1925-01-09T00:00:00,1925-01-17T00:00:00
1925-01-24T00:00:00,1925-01-31T00:00:00,1925-02-08T00:00:00,1925-02-16T00:00:00
1925-02-22T00:00:00,1925-03-02T00:00:00,1925-03-10T00:00:00,1925-03-17T00:00:00
1925-03-24T00:00:00,1925-04-01T00:00:00,1925-04-09T00:00:00,1925-04-15T00:00:00
1925-04-22T00:00:00,1925-05-01T00:00:00,1925-05-08T00:00:00,1925-05-15T00:00:00
1925-05-22T00:00:00,1925-05-30T00:00:00,1925-06-06T00:00:00,1925-06-13T00:00:00
1925-06-21T00:00:00,1925-06-29T00:00:00,1925-07-06T00:00:00,1925-07-12T00:00:00
1925-07-20T00:00:00,1925-07-28T00:00:00,1925-08-04T00:00:00,1925-08-11T00:00:00
1925-08-19T00:00:00,1925-08-27T00:00:00,1925-09-02T00:00:00,1925-09-09T00:00:00
1925-09-18T00:00:00,1925-09-25T00:00:00,1925-10-02T00:00:00,1925-10-09T00:00:00
1925-10-17T00:00:00,1925-10-24T00:00:00,1925-10-31T00:00:00,1925-11-08T00:00:00
1925-11-16T00:00:00,1925-11-22T00:00:00,1925-11-30T00:00:00,1925-12-08T00:00:00
1925-12-15T00:00:00,1925-12-22T00:00:00,1925-12-29T00:00:00,None
None,None,None,1926-01-07T00:00:00
1926-01-14T00:00:00,1926-01-20T00:00:00,1926-01-28T00:00:00,1926-02-05T00:00:00
1926-02-12T00:00:00,1926-02-19T00:00:00,1926-02-27T00:00:00,1926-03-07T00:00:00
1926-03-14T00:00:00,1926-03-21T00:00:00,1926-03-29T00:00:00,1926-04-05T00:00:00
1926-04-12T00:00:00,1926-04-19T00:00:00,1926-04-27T00:00:00,1926-05-05T00:00:00
1926-05-11T00:00:00,1926-05-19T00:00:00,1926-05-27T00:00:00,1926-06-03T00:00:00
1926-06-10T00:00:00,1926-06-18T00:00:00,1926-06-25T00:00:00,1926-07-02T00:00:00
1926-07-09T00:00:00,1926-07-17T00:00:00,1926-07-25T00:00:00,1926-07-31T00:00:00
1926-08-08T00:00:00,1926-08-16T00:00:00,1926-08-23T00:00:00,1926-08-30T00:00:00
1926-09-07T00:00:00,1926-09-15T00:00:00,1926-09-21T00:00:00,1926-09-28T00:00:00
1926-10-06T00:00:00,1926-10-14T00:00:00,1926-10-21T00:00:00,1926-10-28T00:00:00
1926-11-05T00:00:00,1926-11-12T00:00:00,1926-11-19T00:00:00,1926-11-27T00:00:00
1926-12-05T00:00:00,1926-12-12T00:00:00,1926-12-19T00:00:00,1926-12-27T00:00:00
1927-01-03T00:00:00,1927-01-10T00:00:00,1927-01-17T00:00:00,1927-01-25T00:00:00
1927-02-02T00:00:00,1927-02-08T00:00:00,1927-02-16T00:00:00,1927-02-24T00:00:00
1927-03-03T00:00:00,1927-03-10T00:00:00,1927-03-18T00:00:00,1927-03-26T00:00:00
1927-04-02T00:00:00,1927-04-08T00:00:00,1927-04-17T00:00:00,1927-04-24T00:00:00
1927-05-01T00:00:00,1927-05-08T00:00:00,1927-05-16T00:00:00,1927-05-24T00:00:00
1927-05-30T00:00:00,1927-06-07T00:00:00,1927-06-15T00:00:00,1927-06-22T00:00:00
1927-06-29T00:00:00,1927-07-06T00:00:00,1927-07-14T00:00:00,1927-07-21T00:00:00
1927-07-28T00:00:00,1927-08-05T00:00:00,1927-08-13T00:00:00,1927-08-19T00:00:00
1927-08-27T00:00:00,1927-09-04T00:00:00,1927-09-11T00:00:00,1927-09-18T00:00:00
1927-09-25T00:00:00,1927-10-03T00:00:00,1927-10-10T00:00:00,1927-10-17T00:00:00
1927-10-25T00:00:00,1927-11-02T00:00:00,1927-11-09T00:00:00,1927-11-16T00:00:00
1927-11-24T00:00:00,1927-12-01T00:00:00,1927-12-08T00:00:00,1927-12-15T00:00:00
1927-12-24T00:00:00,1927-12-31T00:00:00,None,None
None,None,1928-01-07T00:00:00,1928-01-14T00:00:00
1928-01-22T00:00:00,1928-01-29T00:00:00,1928-02-05T00:00:00,1928-02-13T00:00:00
1928-02-21T00:00:00,1928-02-28T00:00:00,1928-03-06T00:00:00,1928-03-14T00:00:00
1928-03-21T00:00:00,1928-03-28T00:00:00,1928-04-05T00:00:00,1928-04-13T00:00:00
1928-04-20T00:00:00,1928-04-26T00:00:00,1928-05-04T00:00:00,1928-05-12T00:00:00
1928-05-19T00:00:00,1928-05-26T00:00:00,1928-06-03T00:00:00,1928-06-11T00:00:00
1928-06-17T00:00:00,1928-06-24T00:00:00,1928-07-02T00:00:00,1928-07-10T00:00:00
1928-07-17T00:00:00,1928-07-24T00:00:00,1928-08-01T00:00:00,1928-08-08T00:00:00
1928-08-15T00:00:00,1928-08-23T00:00:00,1928-08-30T00:00:00,1928-09-06T00:00:00
1928-09-13T00:00:00,1928-09-21T00:00:00,1928-09-29T00:00:00,1928-10-06T00:00:00
1928-10-13T00:00:00,1928-10-21T00:00:00,1928-10-28T00:00:00,1928-11-04T00:00:00
1928-11-12T00:00:00,1928-11-20T00:00:00,1928-11-27T00:00:00,1928-12-03T00:00:00
1928-12-12T00:00:00,1928-12-20T00:00:00,1928-12-26T00:00:00,None
None,None,None,1929-01-02T00:00:00
1929-01-10T00:00:00,1929-01-18T00:00:00,1929-01-25T00:00:00,1929-02-01T00:00:00
1929-02-09T00:00:00,1929-02-16T00:00:00,1929-02-23T00:00:00,1929-03-03T00:00:00
1929-03-11T00:00:00,1929-03-18T00:00:00,1929-03-25T00:00:00,1929-04-02T00:00:00
1929-04-09T00:00:00,1929-04-16T00:00:00,1929-04-23T00:00:00,1929-05-01T00:00:00
1929-05-09T00:00:00,1929-05-15T00:00:00,1929-05-23T00:00:00,1929-05-31T00:00:00
1929-06-07T00:00:00,1929-06-14T00:00:00,1929-06-22T00:00:00,1929-06-30T00:00:00
1929-07-06T00:00:00,1929-07-13T00:00:00,1929-07-21T00:00:00,1929-07-29T00:00:00
