New Moon,First Quarter,Full Moon,Third Quarter
1821-02-02T00:00:00,1821-02-09T00:00:00,1821-02-16T00:00:00,1821-02-25T00:00:00
1821-03-04T00:00:00,1821-03-10T00:00:00,1821-03-18T00:00:00,1821-03-26T00:00:00
1821-04-02T00:00:00,1821-04-09T00:00:00,1821-04-17T00:00:00,1821-04-25T00:00:00
1821-05-01T00:00:00,1821-05-08T00:00:00,1821-05-17T00:00:00,1821-05-24T00:00:00
1821-05-31T00:00:00,1821-06-07T00:00:00,1821-06-15T00:00:00,1821-06-22T00:00:00
1821-06-29T00:00:00,1821-07-07T00:00:00,1821-07-15T00:00:00,1821-07-21T00:00:00
1821-07-28T00:00:00,1821-08-05T00:00:00,1821-08-13T00:00:00,1821-08-20T00:00:00
1821-08-27T00:00:00,1821-09-04T00:00:00,1821-09-11T00:00:00,1821-09-18T00:00:00
1821-09-26T00:00:00,1821-10-04T00:00:00,1821-10-11T00:00:00,1821-10-17T00:00:00
1821-10-25T00:00:00,1821-11-02T00:00:00,1821-11-09T00:00:00,1821-11-16T00:00:00
1821-11-24T00:00:00,1821-12-02T00:00:00,1821-12-09T00:00:00,1821-12-16T00:00:00
1821-12-24T00:00:00,1821-12-31T00:00:00,None,None
None,None,1822-01-07T00:00:00,1822-01-15T00:00:00
1822-01-23T00:00:00,1822-01-30T00:00:00,1822-02-06T00:00:00,1822-02-14T00:00:00
1822-02-21T00:00:00,1822-02-28T00:00:00,1822-03-07T00:00:00,1822-03-15T00:00:00
1822-03-23T00:00:00,1822-03-29T00:00:00,1822-04-06T00:00:00,1822-04-14T00:00:00
1822-04-21T00:00:00,1822-04-28T00:00:00,1822-05-06T00:00:00,1822-05-14T00:00:00
1822-05-20T00:00:00,1822-05-27T00:00:00,1822-06-04T00:00:00,1822-06-12T00:00:00
1822-06-19T00:00:00,1822-06-26T00:00:00,1822-07-04T00:00:00,1822-07-11T00:00:00
1822-07-18T00:00:00,1822-07-25T00:00:00,1822-08-02T00:00:00,1822-08-10T00:00:00
1822-08-16T00:00:00,1822-08-24T00:00:00,1822-09-01T00:00:00,1822-09-08T00:00:00
1822-09-15T00:00:00,1822-09-23T00:00:00,1822-09-30T00:00:00,1822-10-07T00:00:00
1822-10-14T00:00:00,1822-10-23T00:00:00,1822-10-30T00:00:00,1822-11-05T00:00:00
1822-11-13T00:00:00,1822-11-21T00:00:00,1822-11-28T00:00:00,1822-12-05T00:00:00
1822-12-13T00:00:00,1822-12-21T00:00:00,1822-12-28T00:00:00,None
None,None,None,1823-01-04T00:00:00
1823-01-12T00:00:00,1823-01-19T00:00:00,1823-01-26T00:00:00,1823-02-02T00:00:00
1823-02-11T00:00:00,1823-02-18T00:00:00,1823-02-25T00:00:00,1823-03-04T00:00:00
1823-03-12T00:00:00,1823-03-19T00:00:00,1823-03-26T00:00:00,1823-04-03T00:00:00
1823-04-11T00:00:00,1823-04-17T00:00:00,1823-04-25T00:00:00,1823-05-03T00:00:00
1823-05-10T00:00:00,1823-05-17T00:00:00,1823-05-24T00:00:00,1823-06-01T00:00:00
1823-06-08T00:00:00,1823-06-15T00:00:00,1823-06-23T00:00:00,1823-07-01T00:00:00
1823-07-08T00:00:00,1823-07-14T00:00:00,1823-07-23T00:00:00,1823-07-30T00:00:00
1823-08-06T00:00:00,1823-08-13T00:00:00,1823-08-21T00:00:00,1823-08-29T00:00:00
1823-09-04T00:00:00,1823-09-12T00:00:00,1823-09-20T00:00:00,1823-09-27T00:00:00
1823-10-04T00:00:00,1823-10-11T00:00:00,1823-10-19T00:00:00,1823-10-26T00:00:00
1823-11-02T00:00:00,1823-11-10T00:00:00,1823-11-18T00:00:00,1823-11-25T00:00:00
1823-12-02T00:00:00,1823-12-10T00:00:00,1823-12-17T00:00:00,1823-12-24T00:00:00
1824-01-01T00:00:00,1824-01-09T00:00:00,1824-01-16T00:00:00,1824-01-22T00:00:00
1824-01-31T00:00:00,1824-02-08T00:00:00,1824-02-14T00:00:00,1824-02-21T00:00:00
1824-02-29T00:00:00,1824-03-08T00:00:00,1824-03-15T00:00:00,1824-03-22T00:00:00
1824-03-30T00:00:00,1824-04-06T00:00:00,1824-04-13T00:00:00,1824-04-21T00:00:00
1824-04-29T00:00:00,1824-05-06T00:00:00,1824-05-12T00:00:00,1824-05-20T00:00:00
1824-05-28T00:00:00,1824-06-04T00:00:00,1824-06-11T00:00:00,1824-06-19T00:00:00
1824-06-26T00:00:00,1824-07-03T00:00:00,1824-07-11T00:00:00,1824-07-19T00:00:00
1824-07-26T00:00:00,1824-08-01T00:00:00,1824-08-09T00:00:00,1824-08-17T00:00:00
1824-08-24T00:00:00,1824-08-31T00:00:00,1824-09-08T00:00:00,1824-09-16T00:00:00
1824-09-22T00:00:00,1824-09-29T00:00:00,1824-10-08T00:00:00,1824-10-15T00:00:00
1824-10-22T00:00:00,1824-10-29T00:00:00,1824-11-06T00:00:00,1824-11-13T00:00:00
1824-11-20T00:00:00,1824-11-28T00:00:00,1824-12-06T00:00:00,1824-12-13T00:00:00
1824-12-20T00:00:00,1824-12-28T00:00:00,None,None
None,None,1825-01-04T00:00:00,1825-01-11T00:00:00
1825-01-19T00:00:00,1825-01-27T00:00:00,1825-02-03T00:00:00,1825-02-09T00:00:00
1825-02-17T00:00:00,1825-02-25T00:00:00,1825-03-04T00:00:00,1825-03-11T00:00:00
1825-03-19T00:00:00,1825-03-27T00:00:00,1825-04-03T00:00:00,1825-04-10T00:00:00
1825-04-18T00:00:00,1825-04-25T00:00:00,1825-05-02T00:00:00,1825-05-09T00:00:00
1825-05-17T00:00:00,1825-05-25T00:00:00,1825-05-31T00:00:00,1825-06-08T00:00:00
1825-06-16T00:00:00,1825-06-23T00:00:00,1825-06-30T00:00:00,1825-07-08T00:00:00
1825-07-15T00:00:00,1825-07-22T00:00:00,1825-07-29T00:00:00,1825-08-06T00:00:00
1825-08-14T00:00:00,1825-08-20T00:00:00,1825-08-28T00:00:00,1825-09-05T00:00:00
1825-09-12T00:00:00,1825-09-19T00:00:00,1825-09-27T00:00:00,1825-10-05T00:00:00
1825-10-11T00:00:00,1825-10-18T00:00:00,1825-10-26T00:00:00,1825-11-03T00:00:00
1825-11-10T00:00:00,1825-11-17T00:00:00,1825-11-25T00:00:00,1825-12-03T00:00:00
1825-12-09T00:00:00,1825-12-17T00:00:00,1825-12-25T00:00:00,None
None,None,None,1826-01-01T00:00:00
1826-01-08T00:00:00,1826-01-16T00:00:00,1826-01-23T00:00:00,1826-01-30T00:00:00
1826-02-06T00:00:00,1826-02-14T00:00:00,1826-02-22T00:00:00,1826-03-01T00:00:00
1826-03-08T00:00:00,1826-03-16T00:00:00,1826-03-23T00:00:00,1826-03-30T00:00:00
1826-04-07T00:00:00,1826-04-15T00:00:00,1826-04-22T00:00:00,1826-04-28T00:00:00
1826-05-06T00:00:00,1826-05-14T00:00:00,1826-05-21T00:00:00,1826-05-28T00:00:00
1826-06-05T00:00:00,1826-06-13T00:00:00,1826-06-19T00:00:00,1826-06-27T00:00:00
1826-07-05T00:00:00,1826-07-12T00:00:00,1826-07-19T00:00:00,1826-07-26T00:00:00
1826-08-03T00:00:00,1826-08-10T00:00:00,1826-08-17T00:00:00,1826-08-25T00:00:00
1826-09-02T00:00:00,1826-09-08T00:00:00,1826-09-16T00:00:00,1826-09-24T00:00:00
1826-10-01T00:00:00,1826-10-08T00:00:00,1826-10-15T00:00:00,1826-10-23T00:00:00
1826-10-30T00:00:00,1826-11-06T00:00:00,1826-11-14T00:00:00,1826-11-22T00:00:00
1826-11-29T00:00:00,1826-12-06T00:00:00,1826-12-14T00:00:00,1826-12-22T00:00:00
1826-12-28T00:00:00,None,None,None
None,1827-01-04T00:00:00,1827-01-13T00:00:00,1827-01-20T00:00:00
1827-01-27T00:00:00,1827-02-03T00:00:00,1827-02-11T00:00:00,1827-02-18T00:00:00
1827-02-25T00:00:00,1827-03-05T00:00:00,1827-03-13T00:00:00,1827-03-20T00:00:00
1827-03-27T00:00:00,1827-04-04T00:00:00,1827-04-11T00:00:00,1827-04-18T00:00:00
1827-04-25T00:00:00,1827-05-04T00:00:00,1827-05-11T00:00:00,1827-05-17T00:00:00
1827-05-25T00:00:00,1827-06-02T00:00:00,1827-06-09T00:00:00,1827-06-16T00:00:00
1827-06-24T00:00:00,1827-07-02T00:00:00,1827-07-08T00:00:00,1827-07-15T00:00:00
1827-07-23T00:00:00,1827-07-31T00:00:00,1827-08-07T00:00:00,1827-08-14T00:00:00
1827-08-22T00:00:00,1827-08-29T00:00:00,1827-09-05T00:00:00,1827-09-13T00:00:00
1827-09-21T00:00:00,1827-09-27T00:00:00,1827-10-04T00:00:00,1827-10-12T00:00:00
1827-10-20T00:00:00,1827-10-27T00:00:00,1827-11-03T00:00:00,1827-11-11T00:00:00
1827-11-18T00:00:00,1827-11-25T00:00:00,1827-12-03T00:00:00,1827-12-11T00:00:00
1827-12-18T00:00:00,1827-12-25T00:00:00,None,None
None,None,1828-01-02T00:00:00,1828-01-10T00:00:00
1828-01-16T00:00:00,1828-01-23T00:00:00,1828-01-31T00:00:00,1828-02-08T00:00:00
1828-02-15T00:00:00,1828-02-22T00:00:00,1828-03-01T00:00:00,1828-03-09T00:00:00
1828-03-15T00:00:00,1828-03-23T00:00:00,1828-03-31T00:00:00,1828-04-07T00:00:00
1828-04-14T00:00:00,1828-04-22T00:00:00,1828-04-29T00:00:00,1828-05-06T00:00:00
1828-05-13T00:00:00,1828-05-21T00:00:00,1828-05-29T00:00:00,1828-06-04T00:00:00
1828-06-12T00:00:00,1828-06-20T00:00:00,1828-06-27T00:00:00,1828-07-04T00:00:00
1828-07-11T00:00:00,1828-07-20T00:00:00,1828-07-26T00:00:00,1828-08-02T00:00:00
1828-08-10T00:00:00,1828-08-18T00:00:00,1828-08-25T00:00:00,1828-09-01T00:00:00
1828-09-09T00:00:00,1828-09-16T00:00:00,1828-09-23T00:00:00,1828-09-30T00:00:00
1828-10-08T00:00:00,1828-10-16T00:00:00,1828-10-22T00:00:00,1828-10-30T00:00:00
1828-11-07T00:00:00,1828-11-14T00:00:00,1828-11-21T00:00:00,1828-11-29T00:00:00
1828-12-07T00:00:00,1828-12-13T00:00:00,1828-12-21T00:00:00,1828-12-29T00:00:00
1829-01-05T00:00:00,1829-01-12T00:00:00,1829-01-19T00:00:00,1829-01-28T00:00:00
1829-02-03T00:00:00,1829-02-10T00:00:00,1829-02-18T00:00:00,1829-02-26T00:00:00
1829-03-05T00:00:00,1829-03-12T00:00:00,1829-03-20T00:00:00,1829-03-28T00:00:00
1829-04-03T00:00:00,1829-04-10T00:00:00,1829-04-19T00:00:00,1829-04-26T00:00:00
1829-05-03T00:00:00,1829-05-10T00:00:00,1829-05-18T00:00:00,1829-05-25T00:00:00
1829-06-01T00:00:00,1829-06-09T00:00:00,1829-06-17T00:00:00,1829-06-23T00:00:00
1829-07-01T00:00:00,1829-07-09T00:00:00,1829-07-16T00:00:00,1829-07-23T00:00:00
1829-07-30T00:00:00,1829-08-07T00:00:00,1829-08-14T00:00:00,1829-08-21T00:00:00
1829-08-29T00:00:00,1829-09-06T00:00:00,1829-09-13T00:00:00,1829-09-19T00:00:00
1829-09-27T00:00:00,1829-10-05T00:00:00,1829-10-12T00:00:00,1829-10-19T00:00:00
1829-10-27T00:00:00,1829-11-04T00:00:00,1829-11-10T00:00:00,1829-11-18T00:00:00
1829-11-26T00:00:00,1829-12-03T00:00:00,1829-12-10T00:00:00,1829-12-18T00:00:00
1829-12-26T00:00:00,None,None,None
None,1830-01-01T00:00:00,1830-01-09T00:00:00,1830-01-17T00:00:00
1830-01-24T00:00:00,1830-01-31T00:00:00,1830-02-07T00:00:00,1830-02-15T00:00:00
1830-02-23T00:00:00,1830-03-01T00:00:00,1830-03-09T00:00:00,1830-03-17T00:00:00
1830-03-24T00:00:00,1830-03-31T00:00:00,1830-04-08T00:00:00,1830-04-16T00:00:00
1830-04-22T00:00:00,1830-04-29T00:00:00,1830-05-07T00:00:00,1830-05-15T00:00:00
1830-05-22T00:00:00,1830-05-29T00:00:00,1830-06-06T00:00:00,1830-06-13T00:00:00
1830-06-20T00:00:00,1830-06-28T00:00:00,1830-07-05T00:00:00,1830-07-13T00:00:00
1830-07-19T00:00:00,1830-07-27T00:00:00,1830-08-04T00:00:00,1830-08-11T00:00:00
1830-08-18T00:00:00,1830-08-26T00:00:00,1830-09-02T00:00:00,1830-09-09T00:00:00
1830-09-16T00:00:00,1830-09-25T00:00:00,1830-10-02T00:00:00,1830-10-08T00:00:00
1830-10-16T00:00:00,1830-10-24T00:00:00,1830-10-31T00:00:00,1830-11-07T00:00:00
1830-11-15T00:00:00,1830-11-23T00:00:00,1830-11-29T00:00:00,1830-12-07T00:00:00
1830-12-15T00:00:00,1830-12-22T00:00:00,1830-12-29T00:00:00,None
None,None,None,1831-01-05T00:00:00
1831-01-13T00:00:00,1831-01-21T00:00:00,1831-01-27T00:00:00,1831-02-04T00:00:00
1831-02-12T00:00:00,1831-02-19T00:00:00,1831-02-26T00:00:00,1831-03-06T00:00:00
1831-03-14T00:00:00,1831-03-20T00:00:00,1831-03-28T00:00:00,1831-04-05T00:00:00
1831-04-12T00:00:00,1831-04-19T00:00:00,1831-04-26T00:00:00,1831-05-05T00:00:00
1831-05-11T00:00:00,1831-05-18T00:00:00,1831-05-26T00:00:00,1831-06-03T00:00:00
1831-06-10T00:00:00,1831-06-17T00:00:00,1831-06-25T00:00:00,1831-07-02T00:00:00
1831-07-09T00:00:00,1831-07-16T00:00:00,1831-07-24T00:00:00,1831-08-01T00:00:00
1831-08-07T00:00:00,1831-08-15T00:00:00,1831-08-23T00:00:00,1831-08-30T00:00:00
1831-09-06T00:00:00,1831-09-14T00:00:00,1831-09-21T00:00:00,1831-09-28T00:00:00
1831-10-05T00:00:00,1831-10-13T00:00:00,1831-10-21T00:00:00,1831-10-27T00:00:00
1831-11-04T00:00:00,1831-11-12T00:00:00,1831-11-19T00:00:00,1831-11-26T00:00:00
1831-12-04T00:00:00,1831-12-12T00:00:00,1831-12-19T00:00:00,1831-12-25T00:00:00
1832-01-03T00:00:00,1832-01-10T00:00:00,1832-01-17T00:00:00,1832-01-24T00:00:00
1832-02-01T00:00:00,1832-02-09T00:00:00,1832-02-16T00:00:00,1832-02-23T00:00:00
1832-03-02T00:00:00,1832-03-09T00:00:00,1832-03-16T00:00:00,1832-03-24T00:00:00
1832-04-01T00:00:00,1832-04-07T00:00:00,1832-04-15T00:00:00,1832-04-23T00:00:00
1832-04-30T00:00:00,1832-05-07T00:00:00,1832-05-14T00:00:00,1832-05-22T00:00:00
1832-05-29T00:00:00,1832-06-05T00:00:00,1832-06-13T00:00:00,1832-06-21T00:00:00
1832-06-28T00:00:00,1832-07-04T00:00:00,1832-07-12T00:00:00,1832-07-20T00:00:00
1832-07-27T00:00:00,1832-08-03T00:00:00,1832-08-11T00:00:00,1832-08-19T00:00:00
1832-08-25T00:00:00,1832-09-01T00:00:00,1832-09-10T00:00:00,1832-09-17T00:00:00
1832-09-24T00:00:00,1832-10-01T00:00:00,1832-10-09T00:00:00,1832-10-16T00:00:00
1832-10-23T00:00:00,1832-10-31T00:00:00,1832-11-08T00:00:00,1832-11-15T00:00:00
1832-11-22T00:00:00,1832-11-30T00:00:00,1832-12-07T00:00:00,1832-12-14T00:00:00
1832-12-21T00:00:00,1832-12-30T00:00:00,None,None
None,None,1833-01-06T00:00:00,1833-01-12T00:00:00
1833-01-20T00:00:00,1833-01-28T00:00:00,1833-02-04T00:00:00,1833-02-11T00:00:00
1833-02-19T00:00:00,1833-02-27T00:00:00,1833-03-06T00:00:00,1833-03-13T00:00:00
1833-03-21T00:00:00,1833-03-28T00:00:00,1833-04-04T00:00:00,1833-04-11T00:00:00
1833-04-19T00:00:00,1833-04-27T00:00:00,1833-05-03T00:00:00,1833-05-11T00:00:00
1833-05-19T00:00:00,1833-05-26T00:00:00,1833-06-02T00:00:00,1833-06-10T00:00:00
1833-06-17T00:00:00,1833-06-24T00:00:00,1833-07-01T00:00:00,1833-07-10T00:00:00
1833-07-17T00:00:00,1833-07-23T00:00:00,1833-07-31T00:00:00,1833-08-08T00:00:00
1833-08-15T00:00:00,1833-08-22T00:00:00,1833-08-30T00:00:00,1833-09-07T00:00:00
1833-09-13T00:00:00,1833-09-20T00:00:00,1833-09-28T00:00:00,1833-10-06T00:00:00
1833-10-13T00:00:00,1833-10-20T00:00:00,1833-10-28T00:00:00,1833-11-04T00:00:00
1833-11-11T00:00:00,1833-11-19T00:00:00,1833-11-27T00:00:00,1833-12-04T00:00:00
1833-12-11T00:00:00,1833-12-19T00:00:00,1833-12-26T00:00:00,None
None,None,None,1834-01-02T00:00:00
1834-01-09T00:00:00,1834-01-17T00:00:00,1834-01-25T00:00:00,1834-01-31T00:00:00
1834-02-08T00:00:00,1834-02-16T00:00:00,1834-02-23T00:00:00,1834-03-02T00:00:00
1834-03-10T00:00:00,1834-03-18T00:00:00,1834-03-25T00:00:00,1834-03-31T00:00:00
1834-04-09T00:00:00,1834-04-16T00:00:00,1834-04-23T00:00:00,1834-04-30T00:00:00
1834-05-08T00:00:00,1834-05-16T00:00:00,1834-05-22T00:00:00,1834-05-30T00:00:00
1834-06-07T00:00:00,1834-06-14T00:00:00,1834-06-21T00:00:00,1834-06-28T00:00:00
1834-07-06T00:00:00,1834-07-13T00:00:00,1834-07-20T00:00:00,1834-07-28T00:00:00
1834-08-05T00:00:00,1834-08-11T00:00:00,1834-08-19T00:00:00,1834-08-27T00:00:00
1834-09-03T00:00:00,1834-09-10T00:00:00,1834-09-17T00:00:00,1834-09-26T00:00:00
1834-10-02T00:00:00,1834-10-09T00:00:00,1834-10-17T00:00:00,1834-10-25T00:00:00
1834-11-01T00:00:00,1834-11-08T00:00:00,1834-11-16T00:00:00,1834-11-24T00:00:00
1834-11-30T00:00:00,1834-12-07T00:00:00,1834-12-16T00:00:00,1834-12-23T00:00:00
1834-12-30T00:00:00,None,None,None
None,1835-01-06T00:00:00,1835-01-14T00:00:00,1835-01-21T00:00:00
1835-01-28T00:00:00,1835-02-05T00:00:00,1835-02-13T00:00:00,1835-02-20T00:00:00
1835-02-27T00:00:00,1835-03-07T00:00:00,1835-03-14T00:00:00,1835-03-21T00:00:00
1835-03-29T00:00:00,1835-04-06T00:00:00,1835-04-13T00:00:00,1835-04-19T00:00:00
1835-04-27T00:00:00,1835-05-05T00:00:00,1835-05-12T00:00:00,1835-05-19T00:00:00
1835-05-27T00:00:00,1835-06-04T00:00:00,1835-06-10T00:00:00,1835-06-17T00:00:00
1835-06-26T00:00:00,1835-07-03T00:00:00,1835-07-10T00:00:00,1835-07-17T00:00:00
1835-07-25T00:00:00,1835-08-01T00:00:00,1835-08-08T00:00:00,1835-08-16T00:00:00
1835-08-24T00:00:00,1835-08-30T00:00:00,1835-09-06T00:00:00,1835-09-15T00:00:00
1835-09-22T00:00:00,1835-09-29T00:00:00,1835-10-06T00:00:00,1835-10-14T00:00:00
1835-10-21T00:00:00,1835-10-28T00:00:00,1835-11-05T00:00:00,1835-11-13T00:00:00
1835-11-20T00:00:00,1835-11-27T00:00:00,1835-12-05T00:00:00,1835-12-13T00:00:00
1835-12-19T00:00:00,1835-12-26T00:00:00,None,None
None,None,1836-01-03T00:00:00,1836-01-11T00:00:00
1836-01-18T00:00:00,1836-01-25T00:00:00,1836-02-02T00:00:00,1836-02-09T00:00:00
1836-02-16T00:00:00,1836-02-24T00:00:00,1836-03-03T00:00:00,1836-03-10T00:00:00
1836-03-17T00:00:00,1836-03-25T00:00:00,1836-04-01T00:00:00,1836-04-08T00:00:00
1836-04-15T00:00:00,1836-04-23T00:00:00,1836-05-01T00:00:00,1836-05-07T00:00:00
1836-05-15T00:00:00,1836-05-23T00:00:00,1836-05-30T00:00:00,1836-06-06T00:00:00
1836-06-14T00:00:00,1836-06-22T00:00:00,1836-06-28T00:00:00,1836-07-05T00:00:00
1836-07-13T00:00:00,1836-07-21T00:00:00,1836-07-28T00:00:00,1836-08-04T00:00:00
1836-08-12T00:00:00,1836-08-19T00:00:00,1836-08-26T00:00:00,1836-09-02T00:00:00
1836-09-10T00:00:00,1836-09-18T00:00:00,1836-09-24T00:00:00,1836-10-02T00:00:00
1836-10-10T00:00:00,1836-10-17T00:00:00,1836-10-24T00:00:00,1836-11-01T00:00:00
1836-11-08T00:00:00,1836-11-15T00:00:00,1836-11-23T00:00:00,1836-12-01T00:00:00
1836-12-08T00:00:00,1836-12-15T00:00:00,1836-12-22T00:00:00,1836-12-31T00:00:00
1837-01-06T00:00:00,1837-01-13T00:00:00,1837-01-21T00:00:00,1837-01-29T00:00:00
1837-02-05T00:00:00,1837-02-12T00:00:00,1837-02-20T00:00:00,1837-02-28T00:00:00
1837-03-06T00:00:00,1837-03-14T00:00:00,1837-03-22T00:00:00,1837-03-29T00:00:00
1837-04-05T00:00:00,1837-04-12T00:00:00,1837-04-20T00:00:00,1837-04-27T00:00:00
1837-05-04T00:00:00,1837-05-12T00:00:00,1837-05-20T00:00:00,1837-05-26T00:00:00
1837-06-03T00:00:00,1837-06-11T00:00:00,1837-06-18T00:00:00,1837-06-25T00:00:00
1837-07-02T00:00:00,1837-07-10T00:00:00,1837-07-17T00:00:00,1837-07-24T00:00:00
1837-08-01T00:00:00,1837-08-09T00:00:00,1837-08-16T00:00:00,1837-08-22T00:00:00
1837-08-31T00:00:00,1837-09-07T00:00:00,1837-09-14T00:00:00,1837-09-21T00:00:00
1837-09-29T00:00:00,1837-10-07T00:00:00,1837-10-13T00:00:00,1837-10-21T00:00:00
1837-10-29T00:00:00,1837-11-05T00:00:00,1837-11-12T00:00:00,1837-11-20T00:00:00
1837-11-27T00:00:00,1837-12-04T00:00:00,1837-12-11T00:00:00,1837-12-20T00:00:00
1837-12-27T00:00:00,None,None,None
None,1838-01-03T00:00:00,1838-01-10T00:00:00,1838-01-18T00:00:00
1838-01-25T00:00:00,1838-02-01T00:00:00,1838-02-09T00:00:00,1838-02-17T00:00:00
1838-02-24T00:00:00,1838-03-03T00:00:00,1838-03-11T00:00:00,1838-03-19T00:00:00
1838-03-25T00:00:00,1838-04-01T00:00:00,1838-04-09T00:00:00,1838-04-17T00:00:00
1838-04-24T00:00:00,1838-05-01T00:00:00,1838-05-09T00:00:00,1838-05-16T00:00:00
1838-05-23T00:00:00,1838-05-31T00:00:00,1838-06-08T00:00:00,1838-06-14T00:00:00
1838-06-21T00:00:00,1838-06-29T00:00:00,1838-07-07T00:00:00,1838-07-14T00:00:00
1838-07-21T00:00:00,1838-07-29T00:00:00,1838-08-05T00:00:00,1838-08-12T00:00:00
1838-08-20T00:00:00,1838-08-28T00:00:00,1838-09-04T00:00:00,1838-09-10T00:00:00
1838-09-18T00:00:00,1838-09-26T00:00:00,1838-10-03T00:00:00,1838-10-10T00:00:00
1838-10-18T00:00:00,1838-10-26T00:00:00,1838-11-01T00:00:00,1838-11-08T00:00:00
1838-11-17T00:00:00,1838-11-24T00:00:00,1838-12-01T00:00:00,1838-12-08T00:00:00
1838-12-16T00:00:00,1838-12-24T00:00:00,1838-12-30T00:00:00,None
None,None,None,1839-01-07T00:00:00
1839-01-15T00:00:00,1839-01-22T00:00:00,1839-01-29T00:00:00,1839-02-06T00:00:00
1839-02-14T00:00:00,1839-02-20T00:00:00,1839-02-28T00:00:00,1839-03-08T00:00:00
1839-03-15T00:00:00,1839-03-22T00:00:00,1839-03-29T00:00:00,1839-04-07T00:00:00
1839-04-13T00:00:00,1839-04-20T00:00:00,1839-04-28T00:00:00,1839-05-06T00:00:00
1839-05-13T00:00:00,1839-05-20T00:00:00,1839-05-28T00:00:00,1839-06-04T00:00:00
1839-06-11T00:00:00,1839-06-18T00:00:00,1839-06-26T00:00:00,1839-07-04T00:00:00
1839-07-10T00:00:00,1839-07-18T00:00:00,1839-07-26T00:00:00,1839-08-02T00:00:00
1839-08-09T00:00:00,1839-08-17T00:00:00,1839-08-24T00:00:00,1839-08-31T00:00:00
1839-09-07T00:00:00,1839-09-15T00:00:00,1839-09-23T00:00:00,1839-09-29T00:00:00
1839-10-07T00:00:00,1839-10-15T00:00:00,1839-10-22T00:00:00,1839-10-29T00:00:00
1839-11-06T00:00:00,1839-11-14T00:00:00,1839-11-20T00:00:00,1839-11-27T00:00:00
1839-12-05T00:00:00,1839-12-13T00:00:00,1839-12-20T00:00:00,1839-12-27T00:00:00
1840-01-04T00:00:00,1840-01-12T00:00:00,1840-01-18T00:00:00,1840-01-26T00:00:00
1840-02-03T00:00:00,1840-02-10T00:00:00,1840-02-17T00:00:00,1840-02-25T00:00:00
1840-03-04T00:00:00,1840-03-10T00:00:00,1840-03-18T00:00:00,1840-03-26T00:00:00
1840-04-02T00:00:00,1840-04-09T00:00:00,1840-04-16T00:00:00,1840-04-24T00:00:00
1840-05-01T00:00:00,1840-05-08T00:00:00,1840-05-16T00:00:00,1840-05-24T00:00:00
1840-05-31T00:00:00,1840-06-06T00:00:00,1840-06-14T00:00:00,1840-06-22T00:00:00
1840-06-29T00:00:00,1840-07-06T00:00:00,1840-07-14T00:00:00,1840-07-22T00:00:00
1840-07-28T00:00:00,1840-08-05T00:00:00,1840-08-13T00:00:00,1840-08-20T00:00:00
1840-08-27T00:00:00,1840-09-03T00:00:00,1840-09-11T00:00:00,1840-09-18T00:00:00
1840-09-25T00:00:00,1840-10-03T00:00:00,1840-10-11T00:00:00,1840-10-17T00:00:00
1840-10-25T00:00:00,1840-11-02T00:00:00,1840-11-09T00:00:00,1840-11-16T00:00:00
1840-11-23T00:00:00,1840-12-02T00:00:00,1840-12-09T00:00:00,1840-12-15T00:00:00
1840-12-23T00:00:00,1840-12-31T00:00:00,None,None
None,None,1841-01-07T00:00:00,1841-01-14T00:00:00
1841-01-22T00:00:00,1841-01-30T00:00:00,1841-02-05T00:00:00,1841-02-13T00:00:00
1841-02-21T00:00:00,1841-02-28T00:00:00,1841-03-07T00:00:00,1841-03-14T00:00:00
1841-03-22T00:00:00,1841-03-29T00:00:00,1841-04-05T00:00:00,1841-04-13T00:00:00
1841-04-21T00:00:00,1841-04-28T00:00:00,1841-05-05T00:00:00,1841-05-13T00:00:00
1841-05-20T00:00:00,1841-05-27T00:00:00,1841-06-04T00:00:00,1841-06-12T00:00:00
1841-06-19T00:00:00,1841-06-25T00:00:00,1841-07-03T00:00:00,1841-07-11T00:00:00
1841-07-18T00:00:00,1841-07-25T00:00:00,1841-08-02T00:00:00,1841-08-10T00:00:00
1841-08-16T00:00:00,1841-08-23T00:00:00,1841-08-31T00:00:00,1841-09-08T00:00:00
1841-09-15T00:00:00,1841-09-22T00:00:00,1841-09-30T00:00:00,1841-10-07T00:00:00
1841-10-14T00:00:00,1841-10-22T00:00:00,1841-10-30T00:00:00,1841-11-06T00:00:00
1841-11-13T00:00:00,1841-11-21T00:00:00,1841-11-28T00:00:00,1841-12-05T00:00:00
1841-12-12T00:00:00,1841-12-20T00:00:00,1841-12-28T00:00:00,None
None,None,None,1842-01-03T00:00:00
1842-01-11T00:00:00,1842-01-19T00:00:00,1842-01-26T00:00:00,1842-02-02T00:00:00
1842-02-10T00:00:00,1842-02-18T00:00:00,1842-02-25T00:00:00,1842-03-03T00:00:00
1842-03-12T00:00:00,1842-03-19T00:00:00,1842-03-26T00:00:00,1842-04-02T00:00:00
1842-04-10T00:00:00,1842-04-18T00:00:00,1842-04-24T00:00:00,1842-05-02T00:00:00
1842-05-10T00:00:00,1842-05-17T00:00:00,1842-05-24T00:00:00,1842-06-01T00:00:00
1842-06-08T00:00:00,1842-06-15T00:00:00,1842-06-22T00:00:00,1842-06-30T00:00:00
1842-07-08T00:00:00,1842-07-14T00:00:00,1842-07-22T00:00:00,1842-07-30T00:00:00
